City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,kili,5.6439,169.1211,28.15,78,60,9.42,MH,1708660306
285,pankovka,58.5,31.1999,1.17,97,100,5.36,RU,1708660307
286,marivan,35.5219,46.176,3.88,76,69,1.28,IR,1708660307
287,pangkalanbuun,-2.6833,111.6167,34.7,49,73,1.07,ID,1708660307
288,brookings,44.3114,-96.7984,2.32,87,0,2.57,US,1708660135
289,zhosaly,45.4878,64.0781,-8.9,77,7,3.98,KZ,1708660308
290,sao gabriel da cachoeira,-0.1303,-67.0892,27.6,64,70,0.23,BR,1708660308
291,illizi,26.4833,8.4667,8.89,35,0,3.09,DZ,1708660308
292,namibe,-15.1961,12.1522,24.1,82,100,2.09,AO,1708660309
293,kani keli,-12.9536,45.1033,26.59,76,99,2.49,YT,1708660309
294,kainan,34.15,135.2,6.02,87,100,5.53,JP,1708660309
295,hofors,60.5457,16.2867,2.62,100,100,5.13,SE,1708660309
296,luganville,-15.5333,167.1667,30.03,75,100,3.22,VU,1708660310
297,tura,25.5198,90.2201,24.13,39,21,2.29,IN,1708660310
298,bikenibeu village,1.3673,173.1241,31.98,79,20,3.6,KI,1708660310
299,aras-asan,8.8908,126.3033,26.82,84,90,3.11,PH,1708660310
300,yeosu,34.7546,127.6599,5.93,66,100,6.91,KR,1708660311
301,keflavik,64.0049,-22.5624,0.24,93,20,4.12,IS,1708660312
302,port elizabeth,-33.918,25.5701,19.06,94,100,1.03,ZA,1708660312
303,uturoa,-16.7333,-151.4333,28.54,71,56,0.95,PF,1708660313
304,kiunga,-6.1219,141.2906,31.18,75,67,1.46,PG,1708660313
305,alofi,-19.0595,-169.9187,25.94,100,75,2.06,NU,1708660314
306,jieshou,33.2634,115.3611,-1.86,81,40,3.5,CN,1708660315
307,whitehorse,60.7161,-135.0538,1.43,48,40,9.77,CA,1708660315
308,lazaro cardenas,17.9583,-102.2,23.26,84,1,1.37,MX,1708660063
309,ventspils,57.3894,21.5606,6.96,93,100,6.17,LV,1708660316
310,hasaki,35.7333,140.8333,3.22,88,100,10.66,JP,1708660318
311,bardai,11.65,7.2333,22.72,32,100,3.17,NG,1708660318
312,pisco,-13.7,-76.2167,24.03,88,0,5.66,PE,1708660318
313,kadom,54.5592,42.4675,-8.03,94,95,4.66,RU,1708660319
314,homer,59.6425,-151.5483,1.94,55,40,6.69,US,1708660319
315,arinos,-15.9169,-46.1056,21.27,98,100,0.86,BR,1708660319
316,slave lake,55.2834,-114.769,-2.01,69,20,0.0,CA,1708660319
317,pacific grove,36.6177,-121.9166,12.06,83,0,0.45,US,1708660320
318,vilhena,-12.7406,-60.1458,20.57,99,99,2.3,BR,1708660320
319,nadi,-17.8,177.4167,30.0,74,40,3.6,FJ,1708660320
320,waveland,30.2869,-89.3762,20.02,88,40,4.12,US,1708660320
321,castillos,-34.1667,-53.8333,20.15,93,100,2.42,UY,1708660321
322,palmas,-10.2128,-48.3603,23.93,94,75,3.09,BR,1708660321
323,vila franca do campo,37.7167,-25.4333,12.23,76,66,1.62,PT,1708660321
324,burlington,39.8835,-74.6413,6.1,94,100,1.54,US,1708660321
325,fort bragg,35.139,-79.006,14.0,50,20,5.66,US,1708660322
326,hilo,19.7297,-155.09,24.6,84,100,4.12,US,1708660322
327,jayapura,-2.5333,140.7,29.66,76,97,2.78,ID,1708660323
328,puerto baquerizo moreno,-0.9,-89.6,26.15,86,51,3.89,EC,1708660323
329,lamu,-2.2717,40.902,26.78,84,100,6.09,KE,1708660324
330,belmar,40.1785,-74.0218,6.1,91,100,2.57,US,1708660324
331,orita eruwa,7.55,3.4333,27.82,68,95,1.73,NG,1708660324
332,sao paulo de olivenca,-3.3783,-68.8725,25.7,74,78,0.58,BR,1708660325
333,sao vicente,-23.9631,-46.3919,28.1,87,7,1.34,BR,1708660325
334,murudeshwara,14.0943,74.4845,26.76,56,50,1.81,IN,1708660325
335,la passe,45.5549,-0.8967,7.13,75,100,8.22,FR,1708660325
336,pathein,16.7833,94.7333,31.61,34,6,4.39,MM,1708660326
337,kaiapoi,-43.3783,172.6401,26.5,65,1,6.69,NZ,1708660326
338,chake chake,-5.2459,39.7666,27.95,76,100,4.28,TZ,1708660326
339,gadzhiyevo,69.2551,33.3362,-0.57,88,98,7.27,RU,1708660326
340,haiku-pauwela,20.9219,-156.3051,22.36,78,88,3.58,US,1708660326
341,antofagasta,-23.65,-70.4,20.6,73,0,1.98,CL,1708660075
342,bijar,35.8668,47.6051,-0.22,74,23,2.08,IR,1708660327
343,mar del plata,-38.0023,-57.5575,20.53,87,0,3.13,AR,1708660327
344,weno,7.4515,151.8468,28.97,89,100,4.12,FM,1708660060
345,kerikeri,-35.2268,173.9474,21.56,71,84,2.02,NZ,1708660328
346,sao joao da barra,-21.6403,-41.0511,24.5,93,99,5.43,BR,1708660329
347,neiafu,-18.65,-173.9833,27.38,94,75,1.54,TO,1708660329
348,flying fish cove,-10.4217,105.6791,29.82,74,75,3.09,CX,1708660329
349,saldanha,-33.0117,17.9442,13.03,80,0,3.32,ZA,1708660330
350,mangai,-4.05,19.5333,22.52,97,99,0.36,CD,1708660330
351,fada,9.5667,8.3,23.35,25,99,4.42,NG,1708660330
352,rabaul,-4.1967,152.1721,28.92,76,78,5.39,PG,1708660330
353,arkhangel'sk,64.5401,40.5433,-1.94,86,100,3.0,RU,1708660330
354,takanosu,40.2219,140.3694,0.36,69,75,4.63,JP,1708660331
355,barra de santo antonio,-9.4047,-35.5072,26.6,86,8,2.63,BR,1708660331
356,la ronge,55.1001,-105.2842,-11.86,79,100,4.12,CA,1708660331
357,galliano,29.4422,-90.2992,20.0,88,0,5.14,US,1708660332
358,kailua-kona,19.6406,-155.9956,25.28,71,40,0.45,US,1708660085
359,codrington,-38.2667,141.9667,16.82,54,95,7.95,AU,1708660332
360,mogocha,53.7333,119.7667,-11.66,72,26,0.72,RU,1708660332
361,calama,-22.4667,-68.9333,12.27,66,0,2.57,CL,1708660333
362,pocatello,42.8713,-112.4455,3.04,75,20,4.12,US,1708660333
363,rouissat,31.9243,5.3502,12.04,43,0,3.09,DZ,1708660333
364,road town,18.4167,-64.6167,25.05,68,2,6.72,VG,1708660334
365,al hudaydah,14.7978,42.9545,25.69,74,96,6.14,YE,1708660334
366,verkhnevilyuysk,63.4453,120.3167,-19.46,92,49,1.22,RU,1708660334
367,westport,41.1415,-73.3579,4.75,87,100,2.57,US,1708660153
368,kampong cham,11.9934,105.4635,33.14,44,40,3.46,KH,1708660335
369,lake saint louis,38.7976,-90.7857,12.44,64,25,3.13,US,1708660335
370,okhotsk,59.3833,143.3,-18.85,76,37,7.72,RU,1708660336
371,corner brook,48.9667,-57.9484,-3.91,97,100,1.61,CA,1708660336
372,guatire,10.4762,-66.5427,18.17,83,1,1.35,VE,1708660336
373,toliara,-23.35,43.6667,26.68,69,0,1.98,MG,1708660336
374,madisonville,37.3281,-87.4989,12.9,89,100,1.34,US,1708660337
375,papao,-17.75,-149.55,29.82,77,83,2.03,PF,1708660337
376,rajanpur,29.1035,70.325,16.81,18,0,2.93,PK,1708660337
377,tofol,5.3248,163.0078,30.88,70,75,5.66,FM,1708660338
378,eureka,40.8021,-124.1637,11.63,89,100,0.89,US,1708660338
379,tucuma,-0.1833,-50.05,24.12,88,72,2.17,BR,1708660338
380,qui nhon,13.7667,109.2333,27.3,74,49,3.82,VN,1708660339
381,padang,-0.9492,100.3543,32.03,65,38,1.65,ID,1708660339
382,pandan,14.0453,124.1694,27.35,77,84,5.65,PH,1708660339
383,genc,38.7507,40.5603,5.09,98,100,1.82,TR,1708660340
384,la campana,37.5689,-5.4267,10.33,79,55,2.99,ES,1708660340
385,salahonda,2.1019,-78.7217,26.26,84,55,2.69,CO,1708660340
386,katsuura,35.1333,140.3,5.61,97,100,9.6,JP,1708660341
387,malaya vishera,58.8454,32.2222,1.08,99,100,4.55,RU,1708660341
388,ulaangom,49.9811,92.0667,-29.07,96,57,1.29,MN,1708660341
389,cabo san lucas,22.8909,-109.9124,21.45,78,87,2.09,MX,1708660342
390,stung treng,13.5259,105.9683,37.32,32,3,0.75,KH,1708660342
391,shingu,33.7333,135.9833,7.83,92,100,2.29,JP,1708660342
392,grand falls-windsor,48.9332,-55.6649,-4.16,91,100,0.89,CA,1708660342
393,port saint john's,-31.6229,29.5448,21.93,91,100,1.46,ZA,1708660343
394,kodinsk,58.6881,99.1844,-17.62,89,100,2.98,RU,1708660343
395,cedeira,43.6797,-8.0209,8.54,74,100,11.91,ES,1708660343
396,gao,16.6362,1.637,19.32,13,0,4.19,ML,1708660344
397,jijel,36.8205,5.7667,16.97,34,0,3.09,DZ,1708660344
398,claveria,18.6074,121.0832,28.77,69,13,7.81,PH,1708660345
399,quepos,9.4236,-84.1652,26.03,79,6,1.66,CR,1708660345
400,auki,-8.7676,160.7034,26.85,88,100,3.01,SB,1708660345
401,ta`u,-14.2336,-169.5144,28.92,74,94,3.46,AS,1708660346
402,tindouf,27.6711,-8.1474,14.25,41,0,7.2,DZ,1708660346
403,gallup,35.5281,-108.7426,2.42,48,0,2.06,US,1708660346
404,lishui,28.4604,119.9103,3.09,93,100,2.01,CN,1708660347
405,cromer,52.9312,1.2989,3.37,88,9,8.23,GB,1708660294
406,zarzis,33.504,11.1122,12.76,75,2,6.56,TN,1708660347
407,qom,34.6401,50.8764,8.5,54,27,0.51,IR,1708660347
408,ngetkib,7.3645,134.5148,30.14,70,75,4.63,PW,1708660347
409,mili,6.0815,171.735,27.87,79,71,8.98,MH,1708660348
410,ixtapa,20.7,-105.2,22.9,83,70,0.88,MX,1708660348
411,kayangel,8.0823,134.7173,27.48,79,99,5.14,PW,1708660348
412,maintirano,-18.0667,44.0167,25.91,87,76,4.03,MG,1708660348
413,kincardine,56.0667,-3.7167,4.75,92,92,3.36,GB,1708660349
414,al marj,32.488,20.8317,10.78,71,35,7.78,LY,1708660349
415,uusikaupunki,60.8004,21.4084,2.3,88,100,8.58,FI,1708660349
416,beyneu,45.3167,55.2,-5.21,40,100,4.9,KZ,1708660350
417,geneina,13.45,22.45,23.38,20,100,7.57,SD,1708660350
418,kribi,2.95,9.9167,26.82,86,100,2.42,CM,1708660350
419,tazacorte,28.629,-17.9293,19.54,65,100,7.2,ES,1708660350
420,tchaourou,8.8865,2.5975,25.99,69,59,1.27,BJ,1708660350
421,crixas,-14.5489,-49.9692,21.69,99,100,1.52,BR,1708660351
422,saint-francois,46.4154,3.9054,3.69,76,0,2.57,FR,1708660351
423,mugia,43.1041,-9.2179,10.51,65,96,13.24,ES,1708660351
424,touros,-5.1989,-35.4608,25.5,88,48,3.12,BR,1708660352
425,hazorasp,41.3194,61.0742,-7.09,56,99,5.48,UZ,1708660352
426,balezino,57.9796,53.0106,-24.91,100,98,2.09,RU,1708660352
427,phongsali,21.6833,102.1058,25.47,22,0,1.29,LA,1708660353
428,shagonar,51.5333,92.8,-28.27,92,96,0.33,RU,1708660353
429,harstad,68.799,16.5293,1.66,74,99,3.83,NO,1708660353
430,nadym,65.5333,72.5167,-19.46,99,82,4.58,RU,1708660353
431,lompoc,34.6391,-120.4579,13.77,87,0,3.13,US,1708660299
432,isabela,6.7085,121.9711,31.03,68,90,3.34,PH,1708660354
433,ongjin,37.9347,125.3619,2.45,62,72,2.22,KP,1708660354
434,upata,8.0086,-62.3989,25.11,80,26,1.79,VE,1708660354
435,tsiombe,-25.3,45.4833,24.64,82,6,2.71,MG,1708660355
436,jos,9.9167,8.9,18.99,30,98,3.16,NG,1708660355
437,bowling green,36.9903,-86.4436,13.41,95,75,0.0,US,1708660217
438,santa ana,33.7456,-117.8678,16.59,81,0,2.57,US,1708660228
439,magadan,59.5667,150.8,-16.37,62,14,2.85,RU,1708660098
440,archangelos,36.2149,28.1149,11.84,74,1,2.0,GR,1708660356
441,ambanja,-13.6833,48.45,25.42,89,100,1.2,MG,1708660356
442,klyuchi,52.2667,79.1667,-20.31,78,87,3.34,RU,1708660356
443,zhezqazghan,47.7833,67.7667,-22.68,77,40,6.0,KZ,1708660356
444,minas de marcona,-15.2119,-75.1103,19.59,89,99,3.47,PE,1708660357
445,christchurch,-43.5333,172.6333,26.41,65,3,6.69,NZ,1708660357
446,san patricio,28.017,-97.5169,18.8,91,24,2.06,US,1708660358
447,anna regina,7.2644,-58.5077,26.19,71,5,5.83,GY,1708660358
448,uxbridge,42.0773,-71.6295,2.6,88,100,2.68,US,1708660358
449,ar rahad,12.7167,30.65,23.79,30,83,4.34,SD,1708660358
450,kill devil hills,36.0307,-75.676,12.21,61,0,8.75,US,1708660358
451,as sulayyil,20.4607,45.5779,17.14,33,1,3.52,SA,1708660359
452,xiuyan,40.2928,123.2744,-1.23,22,62,3.64,CN,1708660359
453,vorkuta,67.5,64.0,-8.6,95,100,6.17,RU,1708660359
454,klaksvik,62.2266,-6.589,0.51,71,10,2.12,FO,1708660360
455,buka,40.8108,69.1986,2.53,70,100,0.93,UZ,1708660360
456,yaren,-0.5472,166.916,29.51,76,100,7.27,NR,1708660360
457,san luis de la loma,17.2706,-100.8939,23.64,77,0,2.75,MX,1708660360
458,paracin,43.8608,21.4078,6.66,72,63,2.78,RS,1708660361
459,freetown,8.484,-13.2299,27.84,78,59,5.14,SL,1708660361
460,kish,26.5578,54.0194,18.15,82,0,3.09,IR,1708660361
461,chhapar,27.8167,74.4,18.09,17,0,3.74,IN,1708660361
462,las praderas,-3.3348,-79.7984,25.41,94,93,0.23,EC,1708660362
463,new norfolk,-42.7826,147.0587,18.72,68,100,4.89,AU,1708660362
464,raduzhny,62.0961,77.475,-17.48,95,98,3.25,RU,1708660362
465,fougamou,-1.2154,10.5838,23.96,99,100,1.21,GA,1708660362
466,kingscliff,-28.2667,153.5667,34.87,66,12,7.2,AU,1708660363
467,nizhneangarsk,55.7833,109.55,-18.33,76,100,0.45,RU,1708660363
468,daru,-9.0763,143.2092,32.36,62,73,3.86,PG,1708660364
469,darab,28.7519,54.5444,12.01,32,11,0.58,IR,1708660365
470,patterson,37.4716,-121.1297,12.91,85,6,1.38,US,1708660365
471,bassar,9.25,0.7833,26.76,13,91,0.97,TG,1708660366
472,new plymouth,-39.0667,174.0833,19.06,66,46,3.27,NZ,1708660366
473,kamiiso,41.8167,140.65,0.21,43,75,2.57,JP,1708660366
474,la romana,18.4273,-68.9728,17.2,100,20,0.0,DO,1708660366
475,qulsary,46.9531,54.0198,-10.48,64,100,4.65,KZ,1708660367
476,bakchar,57.0186,82.0711,-22.2,83,100,2.34,RU,1708660367
477,sambava,-14.2667,50.1667,25.67,89,98,1.86,MG,1708660367
478,puente alto,-33.6167,-70.5833,18.88,63,50,0.77,CL,1708660367
479,aleksandrov gay,50.147,48.5704,-12.68,82,98,3.41,RU,1708660368
480,thinadhoo,0.5333,72.9333,27.68,76,56,1.19,MV,1708660368
481,oppdal,62.5943,9.6912,0.72,96,100,3.9,NO,1708660369
482,maicao,11.3832,-72.2432,24.63,71,42,1.81,CO,1708660369
483,paramonga,-10.6667,-77.8333,24.22,83,96,2.2,PE,1708660369
484,amga,60.8953,131.9608,-22.02,90,100,1.59,RU,1708660370
485,barah,13.7,30.3667,22.44,29,100,5.02,SD,1708660370
486,winterset,41.3308,-94.0138,9.75,61,2,5.79,US,1708660125
487,aflao,6.116,1.1914,29.07,89,20,4.63,TG,1708660370
488,taupo,-38.6833,176.0833,19.66,56,100,2.79,NZ,1708660371
489,ma'rib,15.4591,45.3253,18.98,41,87,1.86,YE,1708660371
490,saint croix,17.7397,-64.7388,25.25,77,75,4.12,VI,1708660371
491,meadow lake,34.8014,-106.5436,9.28,29,2,5.73,US,1708660371
492,vila velha,-20.3297,-40.2925,25.97,97,100,3.13,BR,1708660371
493,soio,-6.1349,12.3689,26.95,85,100,1.33,AO,1708660372
494,conde,-7.2597,-34.9075,25.7,94,40,0.0,BR,1708660372
495,mirpur sakro,24.5474,67.6277,22.19,12,0,1.1,PK,1708660372
496,dalhart,36.0595,-102.5133,8.01,46,0,6.69,US,1708660372
497,tanjay,9.5153,123.1583,27.01,73,54,1.89,PH,1708660373
498,oriximina,-1.7656,-55.8661,25.39,69,27,1.47,BR,1708660373
499,fale old settlement,-9.3852,-171.2468,29.43,75,87,5.18,TK,1708660373
500,igrim,63.1906,64.4162,-8.91,93,100,3.52,RU,1708660373
501,miyaly,48.8844,53.7836,-17.84,76,84,3.6,KZ,1708660374
502,prachuap khiri khan,12.2167,99.75,32.86,40,17,2.94,TH,1708660374
503,novodvinsk,64.4165,40.8122,-2.14,94,100,4.63,RU,1708660374
504,mikuni,36.2171,136.1519,5.95,65,100,7.14,JP,1708660374
505,qacha's nek,-30.1154,28.6894,11.91,61,15,2.08,LS,1708660375
506,zuni pueblo,35.0725,-108.8506,2.35,39,14,3.4,US,1708660375
507,ilheus,-14.7889,-39.0494,24.7,92,100,1.62,BR,1708660375
508,palmer,42.1584,-72.3287,2.23,85,100,3.6,US,1708660375
509,pedernales,18.0384,-71.744,23.68,76,44,2.75,DO,1708660376
510,blenheim,-41.516,173.9528,25.29,51,57,2.24,NZ,1708660376
511,port maria,18.3685,-76.8895,22.98,66,0,2.15,JM,1708660376
512,hami,42.8,93.45,-4.15,53,27,0.46,CN,1708660376
513,podgornoye,51.735,39.1496,-2.88,93,100,6.0,RU,1708660377
514,lodja,-3.4833,23.4333,22.63,86,92,0.14,CD,1708660377
515,minot,48.2325,-101.2963,3.12,75,0,6.69,US,1708660377
516,kingaroy,-26.5333,151.8333,33.18,40,73,1.17,AU,1708660377
517,slavuta,50.3016,26.8651,5.65,76,97,5.22,UA,1708660377
518,merlo,-32.3429,-65.014,18.38,91,100,2.47,AR,1708660377
519,powell,40.1578,-83.0752,8.0,96,100,3.6,US,1708660378
520,la junta,37.985,-103.5438,1.16,75,0,3.6,US,1708660378
521,ormara,25.2088,64.6357,21.48,24,0,3.21,PK,1708660378
522,derbent,42.0678,48.2899,3.88,87,100,2.32,RU,1708660378
523,pointe-noire,-4.7761,11.8635,26.45,90,100,1.23,CG,1708660379
524,zaragoza,41.6561,-0.8773,7.79,62,20,4.63,ES,1708660379
525,kataba,13.9833,44.3833,15.0,58,100,1.9,YE,1708660379
526,arraial do cabo,-22.9661,-42.0278,24.64,91,100,8.92,BR,1708660379
527,tarawa,1.419,172.984,32.05,79,20,3.6,KI,1708660380
528,charters towers,-20.1,146.2667,23.73,89,100,2.12,AU,1708660380
529,buncrana,55.1333,-7.45,3.97,83,77,4.87,IE,1708660380
530,nyurba,63.2842,118.3319,-19.52,89,34,1.14,RU,1708660380
531,aral,40.5156,81.2636,-1.37,37,52,1.12,CN,1708660381
532,bureya,49.8133,129.8131,-11.87,74,25,4.21,RU,1708660381
533,al miqdadiyah,33.9786,44.9369,13.15,58,51,3.63,IQ,1708660381
534,dalandzadgad,43.5708,104.425,-10.26,36,7,1.0,MN,1708660381
535,revelstoke,50.9832,-118.2023,1.01,100,100,1.54,CA,1708660382
536,lerwick,60.1545,-1.1494,4.0,77,86,4.02,GB,1708660382
537,fortuna,40.5982,-124.1573,11.48,92,40,0.0,US,1708660382
538,severo-yeniseyskiy,60.3725,93.0408,-22.46,96,99,1.79,RU,1708660382
539,nelson bay,-32.7167,152.15,38.03,56,1,4.55,AU,1708660383
540,puerto ayacucho,5.6639,-67.6236,26.46,49,70,3.15,VE,1708660383
541,remire-montjoly,4.9167,-52.2667,23.02,100,20,0.0,GF,1708660383
542,ha'il,27.5219,41.6907,13.01,62,0,1.03,SA,1708660384
543,ivnya,51.0629,36.1343,-0.27,92,100,6.07,RU,1708660384
544,yima,34.7381,111.8839,-3.15,76,97,1.92,CN,1708660384
545,malango,-2.9627,119.9001,22.28,93,100,1.29,ID,1708660384
546,kegeyli shahar,42.7767,59.6078,-11.95,58,79,4.98,UZ,1708660384
547,boende,-0.2167,20.8667,22.63,96,100,0.62,CD,1708660385
548,sao joaquim,-28.2939,-49.9317,13.81,99,10,1.21,BR,1708660385
549,tual,-5.6667,132.75,29.06,74,100,3.49,ID,1708660385
550,umirim,-3.6772,-39.3503,23.37,95,70,0.25,BR,1708660386
551,ginir,7.1333,40.7,15.34,53,94,1.48,ET,1708660386
552,wamba,8.9333,8.6,24.35,25,96,1.98,NG,1708660386
553,zhanjiang,21.2815,110.3427,22.66,76,100,8.85,CN,1708660386
554,kolonia town,6.964,158.206,30.06,79,100,4.63,FM,1708660387
555,cabedelo,-6.9811,-34.8339,26.37,82,58,4.25,BR,1708660387
556,muroto-misakicho,33.2833,134.15,9.69,82,100,5.56,JP,1708660387
557,laojunmiao,39.8333,97.7333,-8.54,85,100,1.94,CN,1708660387
558,tacna,-18.0056,-70.2483,22.11,60,40,2.57,PE,1708660392
559,mil'kovo,55.6078,37.7956,-1.43,95,100,5.15,RU,1708660392
560,mareeba,-17.0,145.4333,30.24,78,84,2.85,AU,1708660392
561,belsand,26.45,85.4,21.25,22,13,3.27,IN,1708660397
562,erenhot,43.6475,111.9767,-9.91,42,100,3.15,CN,1708660397
563,kamyaran,34.7956,46.9355,2.84,74,33,0.45,IR,1708660398
564,stornoway,58.2093,-6.3865,1.98,90,70,2.06,GB,1708660398
565,apatity,67.5641,33.4031,-1.86,98,100,3.9,RU,1708660399
566,adrar,20.5022,-10.0711,14.73,17,0,6.25,MR,1708660399
567,shillong,25.5689,91.8831,15.02,52,40,1.54,IN,1708660399
568,alakurtti,66.9672,30.3491,1.02,96,100,3.96,RU,1708660399
569,labuan,5.2767,115.2417,30.2,79,40,1.54,MY,1708660400
